0,0,0,443644,40,4,22,26
0,0,1,443644,40,4,22,26
0,0,2,964368,40,4,21,25
0,0,3,964368,40,4,21,25
0,0,4,240267,40,4,20,24
0,0,5,240267,40,4,20,24
0,0,6,198999,20,2,20,22
0,0,7,445078,20,2,18,20
0,0,8,788996,40,4,21,25
0,0,9,788996,40,4,21,25
0,0,10,623889,40,4,18,22
0,0,11,623889,40,4,18,22
0,0,12,729962,20,2,20,22
0,0,13,963234,20,2,19,21
0,0,14,783540,20,2,18,20
0,0,15,204170,40,4,22,26
0,0,16,204170,40,4,22,26
0,0,17,791715,40,4,20,24
0,0,18,791715,40,4,20,24
0,0,19,923502,40,4,19,23
0,0,20,923502,40,4,19,23
0,0,21,256717,20,2,20,22
0,0,22,613193,20,2,18,20
0,1,0,300836,40,4,17,21
0,1,1,300836,40,4,17,21
0,1,2,224297,20,2,17,19
0,1,3,255718,40,4,15,19
0,1,4,255718,40,4,15,19
0,1,5,858855,20,2,16,18
0,1,6,464648,40,4,14,18
0,1,7,464648,40,4,14,18
0,1,8,901487,20,2,18,20
0,1,9,823776,40,4,15,19
0,1,10,823776,40,4,15,19
0,1,11,193017,20,2,17,19
0,1,12,141059,20,2,17,19
0,1,13,637264,40,4,14,18
0,1,14,637264,40,4,14,18
0,1,15,497429,40,4,17,21
0,1,16,497429,40,4,17,21
0,1,17,273618,40,4,15,19
0,1,18,273618,40,4,15,19
0,1,19,763484,40,4,15,19
0,1,20,763484,40,4,15,19
0,1,21,634385,40,4,13,17
0,1,22,634385,40,4,13,17
0,2,0,350775,40,4,13,17
0,2,1,350775,40,4,13,17
0,2,2,888792,20,2,14,16
0,2,3,519224,20,2,14,16
0,2,4,520515,40,4,11,15
0,2,5,520515,40,4,11,15
0,2,6,575416,40,4,9,13
0,2,7,575416,40,4,9,13
0,2,8,409089,20,2,15,17
0,2,9,361095,20,2,14,16
0,2,10,349120,40,4,11,15
0,2,11,349120,40,4,11,15
0,2,12,776776,40,4,10,14
0,2,13,776776,40,4,10,14
0,2,14,634178,20,2,10,12
0,2,15,438953,20,2,15,17
0,2,16,335755,20,2,15,17
0,2,17,708782,40,4,12,16
0,2,18,708782,40,4,12,16
0,2,19,280893,40,4,11,15
0,2,20,280893,40,4,11,15
0,2,21,663146,20,2,13,15
0,2,22,735090,20,2,11,13
0,3,0,159292,20,2,11,13
0,3,1,677168,20,2,10,12
0,3,2,368881,40,4,6,10
0,3,3,368881,40,4,6,10
0,3,4,764447,20,2,7,9
0,3,5,347550,20,2,6,8
0,3,6,916267,20,2,4,6
0,3,7,509672,20,2,3,5
0,3,8,360227,40,4,8,12
0,3,9,360227,40,4,8,12
0,3,10,863855,40,4,7,11
0,3,11,863855,40,4,7,11
0,3,12,176904,40,4,6,10
0,3,13,176904,40,4,6,10
0,3,14,367947,20,2,6,8
0,3,15,904812,40,4,10,14
0,3,16,904812,40,4,10,14
0,3,17,985896,40,4,8,12
0,3,18,985896,40,4,8,12
0,3,19,275208,40,4,6,10
0,3,20,275208,40,4,6,10
0,3,21,197975,20,2,7,9
0,3,22,302707,20,2,7,9
0,4,0,923880,40,4,2,6
0,4,1,923880,40,4,2,6
0,4,8,501295,40,4,3,7
0,4,9,501295,40,4,3,7
0,4,10,948878,40,4,2,6
0,4,11,948878,40,4,2,6
0,4,12,117952,40,4,1,5
0,4,13,117952,40,4,1,5
0,4,14,295863,20,2,1,3
0,4,15,556877,40,4,4,8
0,4,16,556877,40,4,4,8
0,4,17,874457,20,2,5,7
0,4,18,130486,40,4,2,6
0,4,19,130486,40,4,2,6
0,4,20,846597,20,2,4,6
0,4,21,101981,40,4,1,5
0,4,22,101981,40,4,1,5
0,5,8,758993,40,4,1,5
0,5,9,758993,40,4,1,5
0,5,10,994419,40,4,1,5
0,5,11,994419,40,4,1,5
0,5,12,906454,20,2,1,3
0,5,15,451237,40,4,0,4
0,5,16,451237,40,4,0,4
0,11,0,699101,40,4,21,25
0,11,1,699101,40,4,21,25
0,11,2,737929,20,2,20,22
0,11,3,724645,40,4,18,22
0,11,4,724645,40,4,18,22
0,11,5,562948,20,2,19,21
0,11,6,388302,20,2,19,21
0,11,7,204386,20,2,18,20
0,11,8,126143,40,4,22,26
0,11,9,126143,40,4,22,26
0,11,10,481804,40,4,21,25
0,11,11,481804,40,4,21,25
0,11,12,956898,40,4,20,24
0,11,13,956898,40,4,20,24
0,11,14,200382,20,2,19,21
0,11,15,315499,40,4,21,25
0,11,16,315499,40,4,21,25
0,11,17,235234,40,4,20,24
0,11,18,235234,40,4,20,24
0,11,19,935977,40,4,18,22
0,11,20,935977,40,4,18,22
0,11,21,795652,20,2,19,21
0,11,22,301421,20,2,18,20
0,12,0,936297,20,2,17,19
0,12,1,574677,40,4,15,19
0,12,2,574677,40,4,15,19
0,12,3,386305,40,4,14,18
0,12,4,386305,40,4,14,18
0,12,5,734461,40,4,13,17
0,12,6,734461,40,4,13,17
0,12,7,575787,20,2,14,16
0,12,8,388114,40,4,18,22
0,12,9,388114,40,4,18,22
0,12,10,350237,20,2,18,20
0,12,11,312046,40,4,15,19
0,12,12,312046,40,4,15,19
0,12,13,123682,20,2,17,19
0,12,14,152256,20,2,14,16
0,12,15,977744,20,2,18,20
0,12,16,773229,20,2,17,19
0,12,17,620950,40,4,15,19
0,12,18,620950,40,4,15,19
0,12,19,199540,40,4,15,19
0,12,20,199540,40,4,15,19
0,12,21,707503,40,4,14,18
0,12,22,707503,40,4,14,18
0,13,0,978093,40,4,12,16
0,13,1,978093,40,4,12,16
0,13,2,216044,40,4,11,15
0,13,3,216044,40,4,11,15
0,13,4,512157,40,4,10,14
0,13,5,512157,40,4,10,14
0,13,6,743845,40,4,8,12
0,13,7,743845,40,4,8,12
0,13,8,606724,40,4,14,18
0,13,9,606724,40,4,14,18
0,13,10,401369,40,4,13,17
0,13,11,401369,40,4,13,17
0,13,12,147573,40,4,12,16
0,13,13,147573,40,4,12,16
0,13,14,833787,20,2,13,15
0,13,15,173935,20,2,15,17
0,13,16,332226,20,2,14,16
0,13,17,639542,40,4,11,15
0,13,18,639542,40,4,11,15
0,13,19,287838,40,4,9,13
0,13,20,287838,40,4,9,13
0,13,21,188876,40,4,9,13
